array_element_name	array_element_type	organism	is_control	locus	description	chromosome	start	stop
245049_at	oligonucleotide	Arabidopsis thaliana	no	ATCG00050	Homologous to the bacterial ribosomal protein S16	C	5089	6167
245050_at	oligonucleotide	Arabidopsis thaliana	no	ATCG00070	PSII K protein	C	7035	7201
245051_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23320	WRKY15 (WRKY DNA-binding protein 15); transcription factor	2	9932446	9933224
245052_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26440	pectinesterase family protein	2	11255898	11256475
245053_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26450	pectinesterase family protein	2	11259928	11260511
245054_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26460	RED family protein	2	11262140	11262788
245055_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26470	similar to hypothetical protein [Vitis vinifera] (GB:CAN82703.1); contains InterPro domain Protein of unknown function DUF159 (InterPro:IPR003738)	2	11266409	11266899
245056_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26480	UDP-glucoronosyl/UDP-glucosyl transferase family protein	2	11272088	11272608
245057_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26490	transducin family protein / WD-40 repeat family protein	2	11275995	11276508
245058_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39790	mitochondrial glycoprotein family protein / MAM33 family protein	2	16602047	16602785
245059_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39720	RHC2A (RING-H2 finger C2A); protein binding / zinc ion binding	2	16574621	16575151
245060_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39770	CYT1 (CYTOKINESIS DEFECTIVE 1); nucleotidyltransferase	2	16597258	16597685
245061_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39730	RCA (RUBISCO ACTIVASE)	2	16578085	16578828
245062_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39760	ATBPM3; protein binding	2	16591416	16592907
245063_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39795	mitochondrial glycoprotein family protein / MAM33 family protein	2	16604280	16605045
245064_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39725	complex 1 family protein / LVR family protein	2	16577151	16577408
245065_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39750	dehydration-responsive family protein	2	16586070	16587051
245066_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39840	TOPP4 (Type one serine/threonine protein phosphatase 4); protein serine/threonine phosphatase	2	16635311	16635814
245067_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39780	RNS2 (RIBONUCLEASE 2); endoribonuclease	2	16598738	16600423
245068_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23260	UGT84B1 (UDP-GLUCOSYL TRANSFERASE 84B1); UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ indole-3-acetate beta-glucosyltransferase/ transferase, transferring glycosyl groups	2	9907162	9907702
245069_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23250	UGT84B2 (UDP-GLUCOSYL TRANSFERASE 84B2); UDP-glycosyltransferase/ abscisic acid glucosyltransferase/ transferase, transferring glycosyl groups	2	9904920	9905359
245070_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23240	plant EC metallothionein-like family 15 protein	2	9903094	9903387
245071_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23230	terpene synthase/cyclase family protein	2	9901905	9902462
245072_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23220;AT2G23190	[AT2G23220, CYP81D6 (cytochrome P450, family 81, subfamily D, polypeptide 6); oxygen binding];[AT2G23190, CYP81D7 (cytochrome P450, family 81, subfamily D, polypeptide 7); oxygen binding]	[AT2G23220, 2];[AT2G23190, 2]	[AT2G23220, 9893332];[AT2G23190, 9885590]	[AT2G23220, 9893796];[AT2G23190, 9886051]
245073_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23210	UDP-glycosyltransferase/ transferase, transferring glycosyl groups	2	9889126	9889469
245074_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23200	protein kinase family protein	2	9888398	9888914
245075_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23180	CYP96A1 (cytochrome P450, family 96, subfamily A, polypeptide 1); oxygen binding	2	9883031	9883417
245076_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23170	GH3.3; indole-3-acetic acid amido synthetase	2	9871205	9871798
245077_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23160	Identical to F-box protein At2g23160 [Arabidopsis Thaliana] (GB:Q1KS79;GB:O22191); similar to F-box family protein [Arabidopsis thaliana] (TAIR:AT2G16450.1); similar to F-box 2 [Prunus armeniaca] (GB:ABE27177.1); contains InterPro domain F-box associated type 3 (InterPro:IPR013187); contains InterPro domain Cyclin-like F-box (InterPro:IPR001810); contains InterPro domain F-box associated type 1 (InterPro:IPR006527)	2	9870198	9870761
245078_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23340	AP2 domain-containing transcription factor, putative	2	9945267	9945730
245079_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23330	transposable element gene	2	9934987	9935496
245080_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23300	leucine-rich repeat transmembrane protein kinase, putative	2	9923687	9924195
245081_at	oligonucleotide	Arabidopsis thaliana	no	no_match	no_match	no_match	no_match	no_match
245082_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23270	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G37290.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN62855.1)	2	9910438	9910643
245083_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23310	ATRER1C1 (Arabidopsis thaliana endoplasmatic reticulum retrieval protein 1C)	2	9924790	9925837
245084_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23290	AtMYB70 (myb domain protein 70); DNA binding / transcription factor	2	9912039	9912536
245085_at	oligonucleotide	Arabidopsis thaliana	no	AT2G23350	PAB4 (POLY(A) BINDING PROTEIN 4); RNA binding / translation initiation factor	2	9952346	9952991
245086_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39820	eukaryotic translation initiation factor 6, putative / eIF-6, putative	2	16625942	16626636
245087_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39830	zinc ion binding	2	16627047	16628296
245088_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39850	subtilase	2	16640503	16641142
245089_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45290	transketolase, putative	2	18682096	18682661
245090_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40900	nodulin MtN21 family protein	2	17070476	17071248
245091_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40910	F-box protein-related	2	17077022	17077595
245092_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40950	BZIP17; DNA binding / transcription activator/ transcription factor	2	17094909	17095838
245093_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40820	3'-5'-exoribonuclease/ RNA binding	2	17041862	17042394
245094_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40840	DPE2 (DISPROPORTIONATING ENZYME 2); 4-alpha-glucanotransferase/ heteroglycan binding	2	17057026	17057793
245095_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40860	protein kinase family protein / protein phosphatase 2C ( PP2C) family protein	2	17063115	17063959
245096_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40880	FL3-27; cysteine protease inhibitor	2	17064551	17065002
245097_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40935	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G18470.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN70759.1); contains InterPro domain Protein of unknown function Cys-rich (InterPro:IPR006461)	2	17090287	17091284
245098_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40940	ERS1 (ETHYLENE RESPONSE SENSOR 1); receptor	2	17091742	17092560
245099_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40830	RHC1A (RING-H2 finger C1A); protein binding / zinc ion binding	2	17051113	17051706
245100_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40930	UBP5 (UBIQUITIN-SPECIFIC PROTEASE 5); ubiquitin-specific protease	2	17083826	17084626
245101_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40890	CYP98A3 (CYTOCHROME P450, FAMILY 98, SUBFAMILY A, POLYPEPTIDE 3); monooxygenase/ p-coumarate 3-hydroxylase	2	17065387	17065904
245102_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41580	transposable element gene	2	17349570	17350119
245103_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41590	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G25200.1); similar to 80C09_29 [Brassica rapa subsp. pekinensis] (GB:AAZ41840.1)	2	17351185	17351666
245104_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41600	similar to hypothetical protein [Vitis vinifera] (GB:CAN74374.1); contains InterPro domain Mitochondrial glycoprotein; (InterPro:IPR003428)	2	17353118	17353768
245105_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41610	similar to unnamed protein product [Vitis vinifera] (GB:CAO24352.1)	2	17354615	17355071
245106_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41650	unknown protein	2	17371016	17371297
245107_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41690	AT-HSFB3 (Arabidopsis thaliana heat shock transcription factor B3); DNA binding / transcription factor	2	17388941	17389478
245108_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41510	ATCKX1/CKX1 (CYTOKININ OXIDASE/DEHYDROGENASE 1); cytokinin dehydrogenase	2	17323256	17323928
245109_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41520	DNAJ heat shock N-terminal domain-containing protein	2	17328335	17329479
245110_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41550	transcription termination factor	2	17336181	17336739
245111_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41570	transposable element gene	2	17345472	17345921
245112_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41540	GPDHC1; NAD binding / glycerol-3-phosphate dehydrogenase (NAD+)	2	17334834	17335713
245113_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41660	MIZ1 (MIZU-KUSSEI 1)	2	17375343	17375776
245114_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41630	TFIIB (TRANSCRIPTION FACTOR II B); RNA polymerase II transcription factor	2	17362636	17363535
245115_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41530	ATSFGH (ARABIDOPSIS THALIANA S-FORMYLGLUTATHIONE HYDROLASE); S-formylglutathione hydrolase/ hydrolase, acting on ester bonds	2	17330770	17331616
245116_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41620	nucleoporin interacting component family protein	2	17357674	17358351
245117_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41560	ACA4 (AUTO-INHIBITED CA(2+)-ATPASE, ISOFORM 4); calcium-transporting ATPase/ calmodulin binding	2	17339376	17339946
245118_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41680	thioredoxin reductase, putative / NADPH-dependent thioredoxin reductase, putative	2	17383435	17384459
245119_at	oligonucleotide	Arabidopsis thaliana	no	AT2G41640	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G57380.1); similar to glycosyltransferase [Medicago truncatula] (GB:CAI30145.1); contains InterPro domain Protein of unknown function DUF563 (InterPro:IPR007657)	2	17368878	17369424
245120_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39810	HOS1 (High expression of osmotically responsive genes 1)	2	16624064	16624845
245121_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47610	60S ribosomal protein L7A (RPL7aA)	2	19537582	19538192
245122_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47420	dimethyladenosine transferase, putative	2	19465249	19465607
245123_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47450	CAO (CHAOS); chromatin binding	2	19480377	19480952
245124_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47580	U1A (SPLICEOSOMAL PROTEIN U1A); RNA binding	2	19524630	19525751
245125_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47430	CKI1 (CYTOKININ-INDEPENDENT 1); protein histidine kinase/ two-component response regulator	2	19466296	19466899
245126_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47460	ATMYB12/MYB12 (MYB DOMAIN PROTEIN 12); DNA binding / transcription activator/ transcription factor	2	19485730	19486305
245127_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47600	ATMHX (MAGNESIUM/PROTON EXCHANGER); cation:cation antiporter	2	19531626	19532339
245128_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45380	similar to calcium ion binding [Arabidopsis thaliana] (TAIR:AT4G34070.1); similar to unknown [Populus trichocarpa] (GB:ABK95689.1); contains domain EF-hand (SSF47473); contains domain Q8JZS2_MOUSE_Q8JZS2; (PD351140)	2	18708632	18710126
245129_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45350	CRR4 (CHLORORESPIRATORY REDUCTION 4)	2	18702037	18702468
245130_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45340	leucine-rich repeat transmembrane protein kinase, putative	2	18700866	18701534
245131_s_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45330;AT5G23600	[AT2G45330, EMB1067 (EMBRYO DEFECTIVE 1067); tRNA 2'-phosphotransferase];[AT5G23600, tRNA 2'phosphotransferase, putative]	[AT2G45330, 2];[AT5G23600, 5]	[AT2G45330, 18693876];[AT5G23600, 7956047]	[AT2G45330, 18694942];[AT5G23600, 7956629]
245132_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45320	binding / catalytic	2	18691467	18692575
245133_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45310	GAE4 (UDP-D-GLUCURONATE 4-EPIMERASE 4); catalytic	2	18690457	18691038
245134_s_at	oligonucleotide	Arabidopsis thaliana	no	AT4G38280;AT2G45250	[AT4G38280, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G45250.1); similar to unknown [Populus trichocarpa] (GB:ABK93717.1)];[AT2G45250, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G38280.1); similar to unknown [Populus trichocarpa] (GB:ABK93717.1)]	[AT4G38280, 4];[AT2G45250, 2]	[AT4G38280, 17942146];[AT2G45250, 18668903]	[AT4G38280, 17942536];[AT2G45250, 18669302]
245135_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45230	transposable element gene	2	18658470	18658983
245136_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45210	auxin-responsive protein-related	2	18649001	18649430
245137_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45460	forkhead-associated domain-containing protein / FHA domain-containing protein	2	18744200	18744706
245138_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45190	AFO (ABNORMAL FLORAL ORGANS); transcription factor	2	18635532	18637533
245139_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45430	DNA-binding protein-related	2	18735308	18735871
245140_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45420	LBD18 (LOB DOMAIN-CONTAINING PROTEIN 18)	2	18725859	18727517
245141_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45400	BEN1; oxidoreductase, acting on CH-OH group of donors	2	18711094	18712327
245142_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45270	glycoprotease M22 family protein	2	18675458	18676371
245143_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45450	ZPR1 (LITTLE ZIPPER 1); protein binding	2	18740622	18740993
245144_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45240	MAP1A (METHIONINE AMINOPEPTIDASE 1A); methionyl aminopeptidase	2	18664730	18665968
245145_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45440	DHDPS2 (DIHYDRODIPICOLINATE SYNTHASE); dihydrodipicolinate synthase	2	18739342	18739936
245146_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45200	GOS12 (GOLGI SNARE 12); SNARE binding	2	18644768	18646584
245147_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45280	ATRAD51C (Arabidopsis thaliana Ras Associated with Diabetes protein 51C); ATP binding / damaged DNA binding	2	18678231	18679061
245148_at	oligonucleotide	Arabidopsis thaliana	no	AT2G45220	pectinesterase family protein	2	18651375	18651946
245149_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47620	ATSWI3A (Arabidopsis thaliana switching protein 3A); DNA binding	2	19540134	19541275
245150_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47590	PHR2 (PHOTOLYASE/BLUE-LIGHT RECEPTOR 2)	2	19529793	19530771
245151_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47550	pectinesterase family protein	2	19518117	19518653
245152_at	oligonucleotide	Arabidopsis thaliana	no	AT2G47490	mitochondrial substrate carrier family protein	2	19495313	19496363
245153_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12450	similar to syntaxin-related family protein [Arabidopsis thaliana] (TAIR:AT1G48390.1); contains InterPro domain FBD-like (InterPro:IPR006566)	5	4040940	4041119
245154_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12460	similar to fringe-related protein [Arabidopsis thaliana] (TAIR:AT2G37730.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21599.1); contains InterPro domain Protein of unknown function DUF604 (InterPro:IPR006740)	5	4043954	4044394
245155_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12470	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21888.1)	5	4044975	4046494
245156_at	oligonucleotide	Arabidopsis thaliana	no	AT5G12480	CPK7 (CALMODULIN-DOMAIN PROTEIN KINASE 7); calmodulin-dependent protein kinase/ kinase	5	4047887	4048656
245157_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33160	glycoside hydrolase family 28 protein / polygalacturonase (pectinase) family protein	2	14062725	14063284
245158_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33130	RALFL18 (RALF-LIKE 18)	2	14053603	14053895
245159_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33100	ATCSLD1 (Cellulose synthase-like D1); cellulose synthase/ transferase, transferring glycosyl groups	2	14043601	14044166
245160_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33080	leucine-rich repeat family protein	2	14040747	14041286
245161_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33070	jacalin lectin family protein	2	14036445	14036973
245162_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33240	XID (Myosin-like protein XID); motor/ protein binding	2	14094025	14095278
