AGI	object name	GO term	GO ID	Aspect	GOslim term
AT4G13630	AT4G13630.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13650	AT4G13650.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13660	AT4G13660.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13690	AT4G13690.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13700	AT4G13700.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13710	AT4G13710.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13720	AT4G13720.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13730	AT4G13730.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13750	AT4G13750.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13800	AT4G13800.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13840	AT4G13840.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13960	AT4G13960.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13985	AT4G13985.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G13990	AT4G13990.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14000	AT4G14000.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14020	AT4G14020.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14030	AT4G14030.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14040	AT4G14040.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14050	AT4G14050.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14060	AT4G14060.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14100	AT4G14100.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14103	AT4G14103.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14170	AT4G14170.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14200	AT4G14200.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14230	AT4G14230.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14240	AT4G14240.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14250	AT4G14250.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14270	AT4G14270.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14300	AT4G14300.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14380	AT4G14380.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14385	AT4G14385.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14390	AT4G14390.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14465	AT4G14465.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14490	AT4G14490.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14500	AT4G14500.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14510	AT4G14510.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14530	AT4G14530.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14600	AT4G14600.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14605	AT4G14605.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14615	AT4G14615.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14630	GLP9	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14695	AT4G14695.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14710	AT4G14710.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14716	AT4G14716.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14720	AT4G14720.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14810	AT4G14810.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14820	AT4G14820.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14850	AT4G14850.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14900	AT4G14900.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14930	AT4G14930.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14950	AT4G14950.2	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14970	AT4G14970.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G14990	AT4G14990.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15020	AT4G15020.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15030	AT4G15030.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15050	AT4G15050.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15060	AT4G15060.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15070	AT4G15070.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15096	AT4G15096.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15120	AT4G15120.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15140	AT4G15140.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15150	AT4G15150.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15390	AT4G15390.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15410	AT4G15410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15430	AT4G15430.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15460	AT4G15460.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15610	AT4G15610.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15620	AT4G15620.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15630	AT4G15630.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15640	AT4G15640.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15710	AT4G15710.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15720	AT4G15720.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15730	AT4G15730.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15750	AT4G15750.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15755	AT4G15755.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15790	AT4G15790.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15820	AT4G15820.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15830	AT4G15830.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15840	AT4G15840.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15890	AT4G15890.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15920	AT4G15920.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G15950	AT4G15950.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16000	AT4G16000.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16040	AT4G16040.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16050	AT4G16050.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16060	AT4G16060.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16090	AT4G16090.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16100	AT4G16100.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16120	ATSEB1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16140	AT4G16140.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16146	AT4G16146.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16170	AT4G16170.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16240	AT4G16240.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16320	AT4G16320.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16380	AT4G16380.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16400	AT4G16400.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16410	AT4G16410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16442	AT4G16442.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16444	AT4G16444.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16447	AT4G16447.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16460	AT4G16460.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16470	AT4G16470.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16490	AT4G16490.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16500	AT4G16500.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16515	AT4G16515.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16530	AT4G16530.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16540	AT4G16540.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16570	AT4G16570.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16590	AT4G16590.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16650	AT4G16650.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16670	AT4G16670.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16745	AT4G16745.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16790	AT4G16790.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16830	AT4G16830.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16840	AT4G16840.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16850	AT4G16850.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16880	AT4G16880.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G16980	AT4G16980.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17000	AT4G17000.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17080	AT4G17080.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17110	AT4G17110.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17120	AT4G17120.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17130	AT4G17130.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17200	AT4G17200.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17215	AT4G17215.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17240	AT4G17240.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17250	AT4G17250.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17270	AT4G17270.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17310	AT4G17310.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17350	AT4G17350.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17410	AT4G17410.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17420	AT4G17420.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17430	AT4G17430.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17486	AT4G17486.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17505	AT4G17505.1	biological process unknown	GO:0000004	proc	biological process unknown
AT4G17520	AT4G17520.1	biological process unknown	GO:0000004	proc	biological process unknown
