Transcript	SoyDB
Glyma03g34110.1	MYB
Glyma03g37640.1	MYB
Glyma03g38040.1	MYB
Glyma03g38070.1	MYB
Glyma03g38410.1	MYB
Glyma03g38660.1	MYB
Glyma03g41100.1	MYB
Glyma04g00550.1	MYB
Glyma04g00550.2	MYB
Glyma04g03910.1	MYB
Glyma04g04490.1	MYB
Glyma04g05170.1	MYB
Glyma04g08550.1	MYB
Glyma04g11040.1	MYB
Glyma04g15150.1	MYB
Glyma04g26650.1	MYB
Glyma04g33210.1	MYB
Glyma04g33720.1	MYB
Glyma04g34630.1	MYB
Glyma04g35720.1	MYB
Glyma04g36110.1	MYB
Glyma04g38240.1	MYB
Glyma04g42110.1	MYB
Glyma05g01080.1	MYB
Glyma05g02170.1	MYB
Glyma05g02300.1	MYB
Glyma05g02550.1	MYB
Glyma05g03780.1	MYB
Glyma05g04900.1	MYB
Glyma05g06410.1	MYB
Glyma05g08690.1	MYB
Glyma05g08760.1	MYB
Glyma05g18140.1	MYB
Glyma05g21220.1	MYB
Glyma05g23080.1	MYB
Glyma05g35050.1	MYB
Glyma05g36120.1	MYB
Glyma05g37460.1	MYB
Glyma06g00630.1	MYB
Glyma06g00630.2	MYB
Glyma06g04010.1	MYB
Glyma06g05260.1	MYB
Glyma06g08660.1	MYB
Glyma06g10840.1	MYB
Glyma06g12690.1	MYB
Glyma06g16820.1	MYB
Glyma06g18830.1	MYB
Glyma06g19280.1	MYB
Glyma06g20020.1	MYB
Glyma06g20800.1	MYB
Glyma06g21040.1	MYB
Glyma06g38340.1	MYB
Glyma06g45460.1	MYB
Glyma06g45520.1	MYB
Glyma06g45530.1	MYB
Glyma06g45540.1	MYB
Glyma06g45550.1	MYB
Glyma06g45560.1	MYB
Glyma06g45570.1	MYB
Glyma06g47000.1	MYB
Glyma07g01050.1	MYB
Glyma07g04210.1	MYB
Glyma07g04240.1	MYB
Glyma07g05960.1	MYB
Glyma07g07960.1	MYB
Glyma07g10320.1	MYB
Glyma07g14480.1	MYB
Glyma07g15250.1	MYB
Glyma07g15820.1	MYB
Glyma07g15820.2	MYB
Glyma07g15820.3	MYB
Glyma07g15850.1	MYB
Glyma07g16980.1	MYB
Glyma07g30860.1	MYB
Glyma07g33960.1	MYB
Glyma07g35560.1	MYB
Glyma07g35580.1	MYB
Glyma07g36430.1	MYB
Glyma07g37140.1	MYB
Glyma08g00810.1	MYB
Glyma08g02080.1	MYB
Glyma08g03530.1	MYB
Glyma08g04670.1	MYB
Glyma08g06440.1	MYB
Glyma08g17370.1	MYB
Glyma08g17860.1	MYB
Glyma08g20440.1	MYB
Glyma08g27660.1	MYB
Glyma08g40950.1	MYB
Glyma08g42920.1	MYB
Glyma08g42960.1	MYB
Glyma08g43000.1	MYB
Glyma08g44950.1	MYB
Glyma09g00370.1	MYB
Glyma09g03690.1	MYB
Glyma09g04370.1	MYB
Glyma09g12170.1	MYB
Glyma09g25590.1	MYB
Glyma09g29940.1	MYB
Glyma09g31570.1	MYB
Glyma09g33870.1	MYB
Glyma09g36970.1	MYB
Glyma09g36980.1	MYB
Glyma09g36990.1	MYB
Glyma09g37010.1	MYB
Glyma09g37040.1	MYB
Glyma09g37340.1	MYB
Glyma09g39720.1	MYB
Glyma10g00930.1	MYB
Glyma10g01330.1	MYB
Glyma10g01340.1	MYB
Glyma10g01800.1	MYB
Glyma10g04250.1	MYB
Glyma10g06190.1	MYB
Glyma10g06680.1	MYB
Glyma10g26680.1	MYB
Glyma10g27940.1	MYB
Glyma10g28250.1	MYB
Glyma10g30860.1	MYB
Glyma10g32410.1	MYB
Glyma10g33450.1	MYB
Glyma10g35050.1	MYB
Glyma10g35060.1	MYB
Glyma10g38090.1	MYB
Glyma10g38110.1	MYB
Glyma10g41930.1	MYB
Glyma11g01150.1	MYB
Glyma11g02400.1	MYB
Glyma11g03300.1	MYB
Glyma11g03770.1	MYB
Glyma11g04880.1	MYB
Glyma11g05550.1	MYB
Glyma11g11450.1	MYB
Glyma11g11570.1	MYB
Glyma11g14200.1	MYB
Glyma11g15180.1	MYB
Glyma11g19980.1	MYB
Glyma11g33620.1	MYB
Glyma12g01960.1	MYB
Glyma12g03600.1	MYB
Glyma12g06180.1	MYB
Glyma12g07110.1	MYB
Glyma12g07110.2	MYB
Glyma12g08480.1	MYB
Glyma12g11330.1	MYB
Glyma12g11340.1	MYB
Glyma12g11390.1	MYB
Glyma12g11490.1	MYB
Glyma12g11600.1	MYB
Glyma12g15290.1	MYB
Glyma12g30140.1	MYB
Glyma12g31950.1	MYB
Glyma12g32530.1	MYB
Glyma12g32540.1	MYB
Glyma12g32610.1	MYB
Glyma12g34650.1	MYB
Glyma12g36630.1	MYB
Glyma12g37030.1	MYB
Glyma13g01200.1	MYB
Glyma13g04030.1	MYB
Glyma13g04920.1	MYB
Glyma13g05370.1	MYB
Glyma13g05550.1	MYB
Glyma13g07020.1	MYB
Glyma13g09010.1	MYB
Glyma13g09090.1	MYB
Glyma13g09980.1	MYB
Glyma13g16890.1	MYB
Glyma13g20510.1	MYB
Glyma13g20880.1	MYB
Glyma13g27310.1	MYB
Glyma13g32090.1	MYB
Glyma13g35810.1	MYB
Glyma13g37820.1	MYB
Glyma13g37920.1	MYB
Glyma13g38520.1	MYB
Glyma13g39760.1	MYB
Glyma13g41470.1	MYB
Glyma13g42430.1	MYB
Glyma14g04370.1	MYB
Glyma14g06320.1	MYB
Glyma14g06870.1	MYB
Glyma14g07510.1	MYB
Glyma14g09540.1	MYB
Glyma14g10340.1	MYB
Glyma14g10480.1	MYB
Glyma14g21490.1	MYB
Glyma14g24500.1	MYB
Glyma14g27260.1	MYB
Glyma14g37140.1	MYB
Glyma14g39530.1	MYB
Glyma15g02950.1	MYB
Glyma15g03920.1	MYB
Glyma15g04620.1	MYB
Glyma15g04620.2	MYB
Glyma15g04620.3	MYB
Glyma15g04620.4	MYB
Glyma15g07230.1	MYB
Glyma15g14190.1	MYB
Glyma15g14620.1	MYB
Glyma15g14620.2	MYB
Glyma15g15400.1	MYB
Glyma15g19350.1	MYB
Glyma15g19360.1	MYB
Glyma15g19360.2	MYB
Glyma15g35860.1	MYB
Glyma15g41250.1	MYB
Glyma15g41810.1	MYB
Glyma16g00920.1	MYB
Glyma16g00930.1	MYB
Glyma16g02570.1	MYB
Glyma16g06900.1	MYB
Glyma16g07930.1	MYB
Glyma16g07960.1	MYB
Glyma16g13440.1	MYB
Glyma16g31280.1	MYB
Glyma16g34490.1	MYB
Glyma17g03480.1	MYB
Glyma17g04170.1	MYB
Glyma17g05830.1	MYB
Glyma17g07330.1	MYB
Glyma17g09310.1	MYB
Glyma17g09640.1	MYB
Glyma17g10820.1	MYB
Glyma17g14290.1	MYB
Glyma17g14290.2	MYB
Glyma17g15270.1	MYB
Glyma17g16980.1	MYB
Glyma17g17560.1	MYB
Glyma17g26240.1	MYB
Glyma17g35020.1	MYB
Glyma17g35620.1	MYB
Glyma17g36370.1	MYB
Glyma18g04580.1	MYB
Glyma18g07360.1	MYB
Glyma18g07960.1	MYB
Glyma18g10920.1	MYB
Glyma18g26600.1	MYB
Glyma18g32460.1	MYB
Glyma18g37640.1	MYB
Glyma18g39740.1	MYB
Glyma18g39760.1	MYB
Glyma18g39760.2	MYB
Glyma18g40790.1	MYB
Glyma18g41520.1	MYB
Glyma18g46480.1	MYB
Glyma18g49360.1	MYB
Glyma18g49630.1	MYB
Glyma18g49670.1	MYB
Glyma18g49690.1	MYB
Glyma18g50880.1	MYB
Glyma18g50890.1	MYB
Glyma19g00930.1	MYB
Glyma19g02090.1	MYB
Glyma19g02600.1	MYB
Glyma19g02890.1	MYB
Glyma19g02980.1	MYB
Glyma19g05080.1	MYB
Glyma19g07830.1	MYB
Glyma19g13990.1	MYB
Glyma19g14230.1	MYB
Glyma19g14270.1	MYB
Glyma19g24450.1	MYB
Glyma19g24770.1	MYB
Glyma19g25790.1	MYB
Glyma19g29670.1	MYB
Glyma19g29750.1	MYB
Glyma19g34740.1	MYB
Glyma19g36830.1	MYB
Glyma19g40250.1	MYB
Glyma19g40650.1	MYB
Glyma19g40670.1	MYB
Glyma19g41010.1	MYB
Glyma19g41250.1	MYB
Glyma19g43740.1	MYB
Glyma19g44660.1	MYB
Glyma20g01610.1	MYB
Glyma20g04240.1	MYB
Glyma20g04510.1	MYB
Glyma20g11040.1	MYB
Glyma20g20980.1	MYB
Glyma20g22230.1	MYB
Glyma20g25110.1	MYB
Glyma20g29710.1	MYB
Glyma20g29730.1	MYB
Glyma20g32500.1	MYB
Glyma20g32510.1	MYB
Glyma20g34140.1	MYB
Glyma20g35180.1	MYB
Glyma13g40830.1	MYB-related
Glyma13g40830.2	MYB-related
Glyma13g40830.3	MYB-related
Glyma02g42140.1	MYB
Glyma02g42140.2	MYB
Glyma05g07980.1	MYB
Glyma07g11330.1	MYB
Glyma07g11330.2	MYB
Glyma08g40020.1	MYB
Glyma09g30900.1	MYB
Glyma10g30870.1	MYB
Glyma11g22960.1	MYB
Glyma11g34930.1	MYB
Glyma11g34930.2	MYB
Glyma11g34930.3	MYB
Glyma11g34930.4	MYB
Glyma14g06750.1	MYB
Glyma17g13010.1	MYB
Glyma18g03430.1	MYB
Glyma18g07250.1	MYB
Glyma18g18140.1	MYB
Glyma20g24600.1	MYB
Glyma20g36600.1	MYB
Glyma20g36600.2	MYB
Glyma01g00600.1	MYB-related
Glyma01g04530.1	MYB-related
Glyma01g07220.1	MYB-related
Glyma01g27720.1	MYB-related
Glyma01g37960.1	MYB-related
Glyma01g38250.1	MYB-related
Glyma01g40220.1	MYB-related
Glyma02g03020.1	MYB-related
Glyma02g03020.2	MYB-related
Glyma02g06230.1	MYB-related
Glyma02g06240.1	MYB-related
Glyma02g18210.1	MYB-related
Glyma02g39000.1	MYB-related
Glyma02g41670.1	MYB-related
Glyma03g08330.1	MYB-related
Glyma03g11650.1	MYB-related
Glyma03g14440.1	MYB-related
Glyma03g28050.1	MYB-related
Glyma03g33440.1	MYB-related
Glyma03g42260.1	MYB-related
Glyma03g42260.2	MYB-related
Glyma03g42260.3	MYB-related
Glyma03g42260.4	MYB-related
Glyma04g00620.1	MYB-related
Glyma04g01410.1	MYB-related
Glyma04g03360.1	MYB-related
Glyma04g03400.1	MYB-related
Glyma04g05390.1	MYB-related
Glyma04g05390.2	MYB-related
Glyma04g16390.1	MYB-related
Glyma04g34720.1	MYB-related
Glyma05g01640.1	MYB-related
Glyma05g04950.1	MYB-related
Glyma05g36290.1	MYB-related
Glyma05g36290.2	MYB-related
Glyma06g03460.1	MYB-related
Glyma06g03490.1	MYB-related
Glyma06g05450.1	MYB-related
Glyma06g10170.1	MYB-related
Glyma06g19960.1	MYB-related
Glyma06g46590.1	MYB-related
Glyma07g00930.1	MYB-related
Glyma07g04160.1	MYB-related
Glyma07g04160.2	MYB-related
Glyma07g05410.1	MYB-related
Glyma07g05410.3	MYB-related
Glyma07g07200.1	MYB-related
Glyma07g17660.1	MYB-related
Glyma07g28310.1	MYB-related
Glyma07g35340.1	MYB-related
Glyma08g03330.1	MYB-related
Glyma08g11540.1	MYB-related
Glyma08g20270.1	MYB-related
Glyma08g20270.2	MYB-related
Glyma08g40460.1	MYB-related
Glyma08g44380.1	MYB-related
Glyma08g44400.1	MYB-related
Glyma08g44430.1	MYB-related
Glyma08g44770.1	MYB-related
Glyma08g45250.1	MYB-related
Glyma08g45260.1	MYB-related
Glyma09g03390.1	MYB-related
Glyma09g03390.2	MYB-related
Glyma09g03390.3	MYB-related
Glyma09g03390.4	MYB-related
Glyma09g24400.1	MYB-related
Glyma09g27130.1	MYB-related
Glyma09g29800.1	MYB-related
Glyma09g29800.2	MYB-related
Glyma10g05560.1	MYB-related
Glyma10g05560.2	MYB-related
Glyma10g05560.3	MYB-related
Glyma10g23110.1	MYB-related
Glyma10g30320.1	MYB-related
Glyma10g37520.1	MYB-related
Glyma10g42450.1	MYB-related
Glyma11g02060.1	MYB-related
Glyma11g02060.2	MYB-related
Glyma11g05070.1	MYB-related
Glyma11g07310.1	MYB-related
Glyma11g07390.1	MYB-related
Glyma11g12460.1	MYB-related
Glyma11g14760.1	MYB-related
Glyma11g14760.2	MYB-related
Glyma11g30740.1	MYB-related
Glyma11g34050.1	MYB-related
Glyma11g34050.2	MYB-related
Glyma11g34180.1	MYB-related
Glyma12g04680.1	MYB-related
Glyma12g06680.1	MYB-related
Glyma12g10790.1	MYB-related
Glyma12g15270.1	MYB-related
Glyma12g29460.1	MYB-related
Glyma12g32130.1	MYB-related
Glyma12g32130.2	MYB-related
Glyma13g09060.1	MYB-related
Glyma13g19060.1	MYB-related
Glyma13g19910.1	MYB-related
Glyma13g19910.2	MYB-related
Glyma13g19910.3	MYB-related
Glyma13g20760.1	MYB-related
Glyma13g43120.1	MYB-related
Glyma14g07280.1	MYB-related
Glyma14g08090.3	MYB-related
Glyma14g10740.1	MYB-related
Glyma14g37050.1	MYB-related
Glyma15g02250.1	MYB-related
Glyma15g04200.1	MYB-related
Glyma15g14320.1	MYB-related
Glyma15g14320.2	MYB-related
Glyma15g14320.3	MYB-related
Glyma16g00870.1	MYB-related
Glyma16g00870.2	MYB-related
Glyma16g01980.1	MYB-related
Glyma16g01980.2	MYB-related
Glyma16g01980.3	MYB-related
Glyma16g01980.4	MYB-related
Glyma16g03640.1	MYB-related
Glyma16g25250.1	MYB-related
Glyma16g25260.1	MYB-related
Glyma16g29740.1	MYB-related
Glyma16g34340.1	MYB-related
Glyma17g10250.1	MYB-related
Glyma17g15330.1	MYB-related
Glyma17g17370.1	MYB-related
Glyma17g18710.1	MYB-related
Glyma17g32600.1	MYB-related
Glyma17g32610.1	MYB-related
Glyma17g34790.1	MYB-related
Glyma18g04120.1	MYB-related
Glyma18g17130.1	MYB-related
Glyma18g39910.1	MYB-related
Glyma18g42530.1	MYB-related
Glyma18g47230.1	MYB-related
Glyma19g00730.1	MYB-related
Glyma19g10280.1	MYB-related
Glyma19g36170.1	MYB-related
Glyma19g45030.1	MYB-related
Glyma20g01450.1	MYB-related
Glyma20g03230.1	MYB-related
Glyma20g07070.1	MYB-related
Glyma20g16630.1	MYB-related
Glyma20g16650.1	MYB-related
Glyma20g23030.1	MYB-related
Glyma20g30250.1	MYB-related
Glyma05g22500.1	ND
Glyma01g00880.1	NAC
Glyma01g05680.1	NAC
Glyma01g06150.1	NAC
Glyma01g06150.2	NAC
Glyma01g22510.1	NAC
Glyma01g37310.1	NAC
Glyma02g05620.1	NAC
Glyma02g07700.1	NAC
Glyma02g07760.1	NAC
Glyma02g11140.1	NAC
Glyma02g11900.1	NAC
Glyma02g11900.2	NAC
Glyma02g12220.1	NAC
Glyma02g12220.2	NAC
Glyma02g12220.3	NAC
Glyma02g12220.4	NAC
Glyma02g26480.1	NAC
Glyma02g27120.1	NAC
Glyma02g38710.1	NAC
Glyma02g40750.1	NAC
Glyma02g45370.1	NAC
Glyma03g14590.1	NAC
Glyma03g32120.1	NAC
Glyma03g33690.1	NAC
Glyma03g35570.1	NAC
Glyma04g01650.1	NAC
Glyma04g08320.1	NAC
Glyma04g13660.1	NAC
Glyma04g26680.1	NAC
Glyma04g33270.1	NAC
Glyma04g34530.1	NAC
Glyma04g37590.1	NAC
Glyma04g38560.1	NAC
Glyma04g38990.1	NAC
Glyma04g39140.1	NAC
Glyma04g40450.1	NAC
Glyma04g42800.1	NAC
Glyma04g42800.2	NAC
Glyma04g42800.3	NAC
Glyma05g00930.1	NAC
Glyma05g04250.1	NAC
Glyma05g09110.1	NAC
Glyma05g15670.1	NAC
Glyma05g22980.1	NAC
Glyma05g23840.1	NAC
Glyma05g24910.1	NAC
Glyma05g32470.1	NAC
Glyma05g32590.1	NAC
Glyma05g32850.1	NAC
Glyma05g35090.1	NAC
Glyma05g36030.1	NAC
Glyma05g38380.1	NAC
Glyma06g01740.1	NAC
Glyma06g08440.1	NAC
Glyma06g11970.1	NAC
Glyma06g14290.1	NAC
Glyma06g15840.1	NAC
Glyma06g15990.1	NAC
Glyma06g16440.1	NAC
Glyma06g16440.2	NAC
Glyma06g17480.1	NAC
Glyma06g21020.1	NAC
Glyma06g35660.1	NAC
Glyma06g38410.1	NAC
Glyma06g38440.1	NAC
Glyma06g44250.1	NAC
Glyma06g47680.1	NAC
Glyma07g05350.1	NAC
Glyma07g05360.1	NAC
Glyma07g05360.2	NAC
Glyma07g05370.1	NAC
Glyma07g05660.1	NAC
Glyma07g10240.1	NAC
Glyma07g12220.1	NAC
Glyma07g15180.1	NAC
Glyma07g15180.2	NAC
Glyma07g31220.1	NAC
Glyma07g32250.1	NAC
Glyma07g35630.1	NAC
Glyma07g40140.1	NAC
Glyma08g01280.1	NAC
Glyma08g03590.1	NAC
Glyma08g04610.1	NAC
Glyma08g08010.1	NAC
Glyma08g16630.1	NAC
Glyma08g16630.2	NAC
Glyma08g17140.1	NAC
Glyma08g17350.1	NAC
Glyma08g18050.1	NAC
Glyma08g18470.1	NAC
Glyma08g19300.1	NAC
Glyma08g41260.1	NAC
Glyma08g41990.1	NAC
Glyma08g47520.1	NAC
Glyma08g47520.2	NAC
Glyma09g29760.1	NAC
Glyma09g31650.1	NAC
Glyma09g36600.1	NAC
Glyma09g36820.1	NAC
Glyma09g37050.1	NAC
Glyma10g04350.1	NAC
Glyma10g09180.1	NAC
Glyma10g09230.1	NAC
Glyma10g20830.1	NAC
Glyma10g34130.1	NAC
Glyma10g34140.1	NAC
Glyma10g34730.1	NAC
Glyma10g36050.1	NAC
Glyma10g36360.1	NAC
Glyma11g03340.1	NAC
Glyma11g07990.1	NAC
Glyma11g10230.1	NAC
Glyma11g18770.1	NAC
Glyma11g33210.1	NAC
Glyma12g00540.1	NAC
Glyma12g00760.1	NAC
Glyma12g02540.1	NAC
Glyma12g09670.1	NAC
Glyma12g11400.1	NAC
Glyma12g13710.1	NAC
Glyma12g18980.1	NAC
Glyma12g21170.1	NAC
Glyma12g22790.1	NAC
Glyma12g22880.1	NAC
Glyma12g26190.1	NAC
Glyma12g29360.1	NAC
Glyma12g31150.1	NAC
Glyma12g31210.1	NAC
Glyma12g33460.1	NAC
Glyma12g34990.1	NAC
Glyma12g35000.1	NAC
Glyma12g35000.2	NAC
Glyma12g35530.1	NAC
Glyma13g05350.1	NAC
Glyma13g05540.1	NAC
Glyma13g18620.1	NAC
Glyma13g24320.1	NAC
Glyma13g25250.1	NAC
Glyma13g30800.1	NAC
Glyma13g30800.2	NAC
Glyma13g31660.1	NAC
Glyma13g34950.1	NAC
Glyma13g35550.1	NAC
Glyma13g35560.1	NAC
Glyma13g36980.1	NAC
Glyma13g39090.1	NAC
Glyma13g39160.1	NAC
Glyma13g40250.1	NAC
Glyma14g03440.1	NAC
Glyma14g09240.1	NAC
Glyma14g17120.1	NAC
Glyma14g20340.1	NAC
Glyma14g24220.1	NAC
Glyma14g36840.1	NAC
Glyma14g39080.1	NAC
Glyma15g05690.1	NAC
Glyma15g05690.2	NAC
Glyma15g07620.1	NAC
Glyma15g08480.1	NAC
Glyma15g08480.2	NAC
Glyma15g40510.1	NAC
Glyma15g40950.1	NAC
Glyma15g41830.1	NAC
Glyma15g42050.1	NAC
Glyma16g01900.1	NAC
Glyma16g01930.1	NAC
Glyma16g01940.1	NAC
Glyma16g01940.2	NAC
Glyma16g02200.1	NAC
Glyma16g04720.1	NAC
Glyma16g04740.1	NAC
Glyma16g05620.1	NAC
Glyma16g07500.1	NAC
Glyma16g24200.1	NAC
Glyma16g26740.1	NAC
Glyma16g26810.1	NAC
Glyma16g34310.1	NAC
Glyma17g00650.1	NAC
Glyma17g10970.1	NAC
Glyma17g14700.1	NAC
Glyma17g16500.1	NAC
Glyma17g23740.1	NAC
Glyma17g35930.1	NAC
Glyma18g05020.1	NAC
Glyma18g13570.1	NAC
Glyma18g15020.1	NAC
Glyma18g49620.1	NAC
Glyma19g00640.1	NAC
Glyma19g02580.1	NAC
Glyma19g02850.1	NAC
Glyma19g08510.1	NAC
Glyma19g26950.1	NAC
Glyma19g28520.1	NAC
Glyma19g34880.1	NAC
Glyma19g36420.1	NAC
Glyma19g38210.1	NAC
Glyma19g44890.1	NAC
Glyma19g44910.1	NAC
Glyma20g04400.1	NAC
Glyma20g31210.1	NAC
Glyma20g31210.2	NAC
Glyma20g31550.1	NAC
Glyma20g32690.1	NAC
Glyma20g33390.1	NAC
Glyma20g33430.1	NAC
Glyma01g02380.1	ABI3-VP1
Glyma02g34630.1	ABI3-VP1
Glyma02g47980.1	ABI3-VP1
Glyma08g22850.1	ABI3-VP1
Glyma10g00640.1	ABI3-VP1
Glyma11g10180.1	ABI3-VP1
Glyma12g02500.1	ABI3-VP1
Glyma13g44750.1	ABI3-VP1
Glyma16g01340.1	ABI3-VP1
Glyma17g03000.2	ABI3-VP1
Glyma17g11300.1	ABI3-VP1
Glyma18g15520.1	ABI3-VP1
Glyma19g08960.1	ABI3-VP1
Glyma20g13750.1	ABI3-VP1
Glyma20g16880.1	ABI3-VP1
Glyma04g28970.1	Alfin
Glyma04g28970.2	Alfin
Glyma05g21880.1	Alfin
Glyma10g30750.1	Alfin
Glyma11g06480.1	Alfin
Glyma11g21600.1	Alfin
Glyma12g14630.1	Alfin
Glyma12g30670.1	Alfin
Glyma13g38580.1	Alfin
Glyma14g32200.1	Alfin
Glyma17g11300.3	Alfin
Glyma17g17920.1	Alfin
Glyma18g02150.1	Alfin
Glyma05g07840.1	AP2-EREBP
Glyma06g39400.1	AP2-EREBP
Glyma07g14830.1	AP2-EREBP
Glyma08g24110.1	AP2-EREBP
Glyma10g43510.1	AP2-EREBP
Glyma11g05450.1	AP2-EREBP
Glyma13g27410.1	AP2-EREBP
Glyma13g40470.2	AP2-EREBP
Glyma14g00600.1	AP2-EREBP
Glyma15g25120.1	AP2-EREBP
Glyma17g33100.1	AP2-EREBP
Glyma18g01030.1	AP2-EREBP
Glyma19g43260.1	AP2-EREBP
Glyma19g43260.2	AP2-EREBP
Glyma19g45390.1	AP2-EREBP
Glyma20g23280.1	AP2-EREBP
Glyma01g21790.1	ARF
Glyma01g23720.1	ARF
Glyma02g14000.1	ARF
Glyma02g16310.1	ARF
Glyma02g36930.1	ARF
Glyma0363s00210.1	ARF
Glyma04g42310.1	ARF
Glyma05g32630.1	ARF
Glyma07g16180.1	ARF
Glyma08g40900.1	ARF
Glyma09g06480.1	ARF
Glyma09g06480.2	ARF
Glyma09g39380.1	ARF
Glyma10g04410.2	ARF
Glyma11g37120.1	ARF
Glyma12g17090.1	ARF
Glyma12g31910.1	ARF
Glyma14g26150.1	ARF
Glyma15g38100.1	ARF
Glyma16g03950.1	ARF
Glyma16g05120.1	ARF
Glyma16g10160.1	ARF
Glyma16g12840.1	ARF
Glyma17g09850.1	ARF
Glyma17g36120.1	ARF
Glyma20g08720.1	ARF
Glyma01g20680.1	ARID
Glyma01g45670.1	ARID
Glyma02g44920.1	ARID
Glyma03g05000.1	ARID
Glyma03g10310.1	ARID
Glyma03g35610.1	ARID
Glyma03g39680.1	ARID
Glyma05g22380.1	ARID
Glyma05g31320.1	ARID
Glyma06g32850.1	ARID
Glyma08g16180.1	ARID
Glyma08g41390.1	ARID
Glyma09g02430.1	ARID
Glyma09g03410.1	ARID
Glyma09g40600.1	ARID
Glyma10g44030.1	ARID
Glyma11g31370.1	ARID
Glyma12g10270.1	ARID
Glyma12g24780.1	ARID
Glyma13g23230.1	ARID
Glyma13g44550.1	ARID
Glyma14g40510.1	ARID
Glyma15g09620.1	ARID
Glyma15g13320.1	ARID
Glyma15g13320.2	ARID
Glyma15g42670.1	ARID
Glyma16g09930.1	ARID
Glyma17g11600.1	ARID
Glyma17g11600.2	ARID
Glyma17g14280.1	ARID
Glyma17g37650.1	ARID
Glyma18g01820.1	ARID
Glyma18g44240.1	ARID
Glyma18g44480.1	ARID
Glyma18g46780.1	ARID
Glyma19g24640.1	ARID
Glyma19g38230.1	ARID
Glyma01g32340.1	AS2
Glyma01g34530.1	AS2
Glyma01g34540.1	AS2
Glyma01g39060.1	AS2
Glyma01g39060.2	AS2
Glyma01g40010.1	AS2
Glyma02g27230.1	AS2
Glyma02g39620.1	AS2
Glyma02g40080.1	AS2
Glyma02g41710.1	AS2
Glyma02g43030.1	AS2
Glyma02g43220.1	AS2
Glyma02g46160.1	AS2
Glyma03g02620.1	AS2
Glyma03g02630.1	AS2
Glyma03g31830.1	AS2
Glyma03g31860.1	AS2
Glyma04g04750.1	AS2
Glyma04g12030.1	AS2
Glyma04g36080.1	AS2
Glyma04g39830.1	AS2
Glyma05g02530.1	AS2
Glyma05g08870.1	AS2
Glyma05g09950.1	AS2
Glyma05g22120.1	AS2
Glyma05g32320.1	AS2
Glyma06g11170.1	AS2
Glyma06g15050.1	AS2
Glyma06g18860.1	AS2
Glyma06g43810.1	AS2
Glyma07g01170.1	AS2
Glyma07g10180.1	AS2
Glyma07g35000.1	AS2
Glyma08g17990.1	AS2
Glyma08g20550.1	AS2
Glyma08g25500.1	AS2
Glyma08g31220.1	AS2
Glyma08g45180.1	AS2
Glyma08g48040.1	AS2
Glyma09g02510.1	AS2
Glyma09g40500.1	AS2
Glyma10g04040.1	AS2
Glyma10g04050.1	AS2
Glyma10g11030.1	AS2
Glyma10g35760.1	AS2
Glyma10g40420.1	AS2
Glyma11g05280.1	AS2
Glyma11g06210.1	AS2
Glyma11g15810.1	AS2
Glyma11g17890.1	AS2
Glyma11g29450.1	AS2
Glyma11g35500.1	AS2
Glyma12g07650.1	AS2
Glyma12g14100.1	AS2
Glyma13g07590.1	AS2
Glyma13g18200.1	AS2
Glyma13g18210.1	AS2
Glyma13g26020.1	AS2
Glyma13g40370.1	AS2
Glyma13g42570.1	AS2
Glyma14g02440.1	AS2
Glyma14g06140.1	AS2
Glyma14g06270.1	AS2
Glyma14g07260.1	AS2
Glyma14g09750.1	AS2
Glyma14g38280.1	AS2
Glyma15g05030.1	AS2
Glyma15g13410.1	AS2
Glyma15g36310.1	AS2
Glyma15g41020.1	AS2
Glyma16g07770.1	AS2
Glyma16g09720.1	AS2
Glyma17g09380.1	AS2
Glyma17g17540.1	AS2
Glyma17g20480.1	AS2
Glyma17g35440.1	AS2
Glyma18g02780.1	AS2
Glyma18g02910.1	AS2
Glyma18g06530.1	AS2
Glyma18g13510.1	AS2
Glyma18g45320.1	AS2
Glyma18g53440.1	AS2
Glyma19g00390.1	AS2
Glyma19g06280.1	AS2
Glyma19g12650.1	AS2
Glyma19g12650.2	AS2
Glyma19g30200.1	AS2
Glyma19g34590.1	AS2
Glyma19g34600.1	AS2
Glyma19g44640.1	AS2
Glyma20g02850.1	AS2
Glyma20g24950.1	AS2
Glyma20g26910.1	AS2
Glyma20g31780.1	AS2
Glyma20g34890.1	AS2
Glyma08g38180.1	AUX-IAA
Glyma10g04410.1	AUX-IAA
Glyma11g07840.1	AUX-IAA
Glyma13g17750.3	AUX-IAA
Glyma14g37640.1	AUX-IAA
Glyma18g25880.1	AUX-IAA
Glyma19g24760.1	AUX-IAA
Glyma19g30920.1	AUX-IAA
Glyma20g21840.1	AUX-IAA
Glyma02g36470.1	BBR-BPC
Glyma03g33120.1	BBR-BPC
Glyma03g39120.1	BBR-BPC
Glyma03g39120.2	BBR-BPC
Glyma03g40230.1	BBR-BPC
Glyma04g10260.1	BBR-BPC
Glyma05g04220.1	BBR-BPC
Glyma06g10220.1	BBR-BPC
Glyma09g25090.1	BBR-BPC
Glyma10g41270.1	BBR-BPC
Glyma11g06140.1	BBR-BPC
Glyma13g27500.2	BBR-BPC
Glyma16g30080.1	BBR-BPC
Glyma16g30080.2	BBR-BPC
Glyma17g08210.1	BBR-BPC
Glyma17g14660.1	BBR-BPC
Glyma18g38160.1	BBR-BPC
Glyma19g11990.1	BBR-BPC
Glyma19g41680.1	BBR-BPC
